postdate,Valdate,Details, Amount , UD1 
04-Nov-24,04-Nov-24,REF 292425234949 & 0000427154-251575,7600.00,292425234949
04-Nov-24,04-Nov-24,REF 851474422742 & 0000285474-251577,10000.00,851474422742
04-Nov-24,04-Nov-24,REF 805325859919 & 0000285472-251578,29300.00,805325859919
04-Nov-24,04-Nov-24,REF 762849307636 & 0000285472-251579,15900.00,762849307636
04-Nov-24,04-Nov-24,REF 793322401742 & 0000285474-251580,1200.00,793322401742
04-Nov-24,04-Nov-24,REF 060506076301 & 0000427157-251581,8100.00,060506076301
04-Nov-24,04-Nov-24,REF 382818891547 & 0000224004-236036,5100.00,382818891547
04-Nov-24,04-Nov-24,REF 842291832884 & 0000427156-251582,4000.00,842291832884
04-Nov-24,04-Nov-24,REF 181518279918 & 0000427164-251584,6100.00,181518279918
04-Nov-24,04-Nov-24,REF 554289004116 & 0000427157-251585,8100.00,554289004116
04-Nov-24,04-Nov-24,REF 957144750928 & 0000224002-251586,27030.00,957144750928
04-Nov-24,04-Nov-24,REF 509302581664 & 0000427157-251587,12100.00,509302581664
04-Nov-24,04-Nov-24,REF 899206274237 & 0000285472-251588,2200.00,899206274237
04-Nov-24,04-Nov-24,REF 730802825249 & 0000427153-251589,5100.00,730802825249
04-Nov-24,04-Nov-24,REF 229967670605 & 0000224003-236038,41100.00,229967670605
04-Nov-24,04-Nov-24,REF 476979320362 & 0000223006-251590,3400.00,476979320362
04-Nov-24,04-Nov-24,REF 566042372469 & 0000285473-251591,25200.00,566042372469
04-Nov-24,04-Nov-24,REF 082108918566 & 0000223006-251592,1250.00,082108918566
04-Nov-24,04-Nov-24,REF 907168328650 & 0000427153-251593,17600.00,907168328650
04-Nov-24,04-Nov-24,REF 774497623330 & 0000285473-251594,650.00,774497623330
04-Nov-24,04-Nov-24,REF 921235387776 & 0000285474-251596,10000.00,921235387776
04-Nov-24,04-Nov-24,REF 624984349191 & 0000285471-251597,5600.00,624984349191
04-Nov-24,04-Nov-24,REF 623175773577 & 0000427156-251598,3800.00,623175773577
04-Nov-24,04-Nov-24,REF 047787370713 & 0000285471-251599,21600.00,047787370713
04-Nov-24,04-Nov-24,REF 038579016617 & 0000223006-251600,1400.00,038579016617
04-Nov-24,04-Nov-24,REF 498441140869 & 0000223003-251601,80100.00,498441140869
04-Nov-24,04-Nov-24,REF 253336331380 & 0000285473-251602,2164.00,253336331380
04-Nov-24,04-Nov-24,REF 403515356272 & 0000285472-251603,2200.00,403515356272
04-Nov-24,04-Nov-24,REF 673742859683 & 0000427157-251604,4600.00,673742859683
04-Nov-24,04-Nov-24,REF 064575634191 & 0000285474-251605,1200.00,064575634191
04-Nov-24,04-Nov-24,REF 398575525821 & 0000285473-251606,9100.00,398575525821
04-Nov-24,04-Nov-24,REF 905900982652 & 0000285473-251607,22200.00,905900982652
04-Nov-24,04-Nov-24,REF 809601350242 & 0000285474-251608,7000.00,809601350242
04-Nov-24,04-Nov-24,REF 604910580079 & 0000224003-236039,8100.00,604910580079
04-Nov-24,04-Nov-24,REF 443873126211 & 0000285473-251609,24100.00,443873126211
04-Nov-24,04-Nov-24,REF 378017253223 & 0000285474-251610,7000.00,378017253223
04-Nov-24,04-Nov-24,REF 858507262805 & 0000223003-251612,43850.00,858507262805
04-Nov-24,04-Nov-24,REF 446334177772 & 0000285471-251611,15900.00,446334177772
04-Nov-24,04-Nov-24,REF 855831873200 & 0000285471-251613,1200.00,855831873200
04-Nov-24,04-Nov-24,REF 991708510141 & 0000223003-251614,11100.00,991708510141
04-Nov-24,04-Nov-24,REF 048246909948 & 0000285471-251615,1200.00,048246909948
04-Nov-24,04-Nov-24,REF 710004007688 & 0000285473-251616,9940.00,710004007688
04-Nov-24,04-Nov-24,REF 078905216404 & 0000285471-251617,8100.00,078905216404
04-Nov-24,04-Nov-24,REF 122791793460 & 0000427157-251618,8100.00,122791793460
04-Nov-24,04-Nov-24,REF 506717290648 & 0000427163-251619,3800.00,506717290648
04-Nov-24,04-Nov-24,REF 862905119209 & 0000223003-251621,3450.00,862905119209
04-Nov-24,04-Nov-24,REF 959530559624 & 0000427154-236041,24100.00,959530559624
04-Nov-24,04-Nov-24,REF 882881743755 & 0000223006-251623,45850.00,882881743755
04-Nov-24,04-Nov-24,REF 388323876281 & 0000427154-236043,5100.00,388323876281
04-Nov-24,04-Nov-24,REF 253252039983 & 0000224003-236044,8100.00,253252039983
04-Nov-24,04-Nov-24,REF 926998843831 & 0000427154-236045,3500.00,926998843831
04-Nov-24,04-Nov-24,REF 912908746031 & 0000285473-251624,1200.00,912908746031
04-Nov-24,04-Nov-24,REF 728895095760 & 0000224004-236046,217225.00,728895095760
04-Nov-24,04-Nov-24,REF 794771122224 & 0000285473-251626,1200.00,794771122224
04-Nov-24,04-Nov-24,REF 959595057480 & 0000427154-236047,6600.00,959595057480
04-Nov-24,04-Nov-24,REF 297074449606 & 0000427155-251627,3800.00,297074449606
04-Nov-24,04-Nov-24,REF 311899645449 & 0000285474-251629,1200.00,311899645449
04-Nov-24,04-Nov-24,REF 649912725430 & 0000427165-251631,2650.00,649912725430
04-Nov-24,04-Nov-24,REF 782083971172 & 0000427154-251630,5600.00,782083971172
04-Nov-24,04-Nov-24,REF 368328631083 & 0000285472-251632,6100.00,368328631083
04-Nov-24,04-Nov-24,REF 119961268575 & 0000285471-251633,71550.00,119961268575
04-Nov-24,04-Nov-24,REF 032654776067 & 0000285474-251634,1050.00,032654776067
04-Nov-24,04-Nov-24,REF 927258689416 & 0000427163-251635,70100.00,927258689416
04-Nov-24,04-Nov-24,REF 934982732596 & 0000285471-251636,1050.00,934982732596
04-Nov-24,04-Nov-24,REF 898888032644 & 0000427153-251637,5100.00,898888032644
04-Nov-24,04-Nov-24,REF 720164966895 & 0000223006-251638,5100.00,720164966895
04-Nov-24,04-Nov-24,REF 176198608639 & 0000285471-251639,168.00,176198608639
04-Nov-24,04-Nov-24,REF 761821107646 & 0000427153-251640,17600.00,761821107646
04-Nov-24,04-Nov-24,REF 714941168384 & 0000223006-251641,10100.00,714941168384
04-Nov-24,04-Nov-24,REF 274920514558 & 0000427153-251642,90100.00,274920514558
04-Nov-24,04-Nov-24,REF 709503802330 & 0000223006-251643,65100.00,709503802330
04-Nov-24,04-Nov-24,REF 137037304027 & 0000285473-251644,4100.00,137037304027
04-Nov-24,04-Nov-24,REF 479607142011 & 0000224003-236048,36600.00,479607142011
04-Nov-24,04-Nov-24,REF 065362012175 & 0000223006-251645,168850.00,065362012175
04-Nov-24,04-Nov-24,REF 725021591342 & 0000427163-251646,4000.00,725021591342
04-Nov-24,04-Nov-24,REF 587148667231 & 0000285474-251647,30200.00,587148667231
04-Nov-24,04-Nov-24,REF 367931207843 & 0000285472-251648,1050.00,367931207843
04-Nov-24,04-Nov-24,REF 041968114862 & 0000285471-251649,22600.00,041968114862
04-Nov-24,04-Nov-24,REF 590061674912 & 0000561233-251650,4500.00,590061674912
04-Nov-24,04-Nov-24,REF 489124546906 & 0000285473-251651,45850.00,489124546906
04-Nov-24,04-Nov-24,REF 745997466169 & 0000285471-251652,12100.00,745997466169
04-Nov-24,04-Nov-24,REF 102959210530 & 0000224004-251653,2500.00,102959210530
04-Nov-24,04-Nov-24,REF 582258004698 & 0000285473-251654,5900.00,582258004698
04-Nov-24,04-Nov-24,REF 371817620111 & 0000285471-251655,1200.00,371817620111
04-Nov-24,04-Nov-24,REF 749630054370 & 0000223006-251656,6800.00,749630054370
04-Nov-24,04-Nov-24,REF 545401888687 & 0000285471-251658,389.00,545401888687
04-Nov-24,04-Nov-24,REF 622179684746 & 0000223003-251660,1700.00,622179684746
04-Nov-24,04-Nov-24,REF 233382932327 & 0000427163-251661,3800.00,233382932327
04-Nov-24,04-Nov-24,REF 608179633232 & 0000285471-251662,16200.00,608179633232
04-Nov-24,04-Nov-24,REF 292870561559 & 0000427164-251663,130100.00,292870561559
04-Nov-24,04-Nov-24,REF 303924407095 & 0000223003-251664,3450.00,303924407095
04-Nov-24,04-Nov-24,REF 830703805471 & 0000285472-251665,2200.00,830703805471
04-Nov-24,04-Nov-24,REF 747694848667 & 0000285471-251666,5176.00,747694848667
04-Nov-24,04-Nov-24,REF 092165350494 & 0000223003-251667,3450.00,092165350494
04-Nov-24,04-Nov-24,REF 848128762716 & 0000285471-251668,183.00,848128762716
04-Nov-24,04-Nov-24,REF 489711419991 & 0000224004-236049,5100.00,489711419991
04-Nov-24,04-Nov-24,REF 149369445416 & 0000100787-236050,5000.00,149369445416
04-Nov-24,04-Nov-24,REF 149611426632 & 0000285471-251669,1050.00,149611426632
04-Nov-24,04-Nov-24,REF 534720482390 & 0000427154-251670,7600.00,534720482390
04-Nov-24,04-Nov-24,REF 896515984252 & 0000427164-251671,39570.00,896515984252
04-Nov-24,04-Nov-24,REF 085446514448 & 0000224004-236052,8100.00,085446514448
04-Nov-24,04-Nov-24,REF 373186537994 & 0000285474-251672,1400.00,373186537994
04-Nov-24,04-Nov-24,REF 342201899957 & 0000285471-251673,2212.00,342201899957
04-Nov-24,04-Nov-24,REF 763535360816 & 0000285471-251674,2140.00,763535360816
04-Nov-24,04-Nov-24,REF 566470689475 & 0000427154-251675,5100.00,566470689475
04-Nov-24,04-Nov-24,REF 869342621350 & 0000223003-251677,3510.00,869342621350
04-Nov-24,04-Nov-24,REF 259638511463 & 0000224003-236053,15200.00,259638511463
04-Nov-24,04-Nov-24,REF 942283786338 & 0000427154-251680,8600.00,942283786338
04-Nov-24,04-Nov-24,REF 582382909627 & 0000285471-251681,1500.00,582382909627
04-Nov-24,04-Nov-24,REF 902184063595 & 0000223006-251682,13420.00,902184063595
04-Nov-24,04-Nov-24,REF 223065553999 & 0000224004-236054,4418.00,223065553999
04-Nov-24,04-Nov-24,REF 439949915025 & 0000285471-251683,650.00,439949915025
04-Nov-24,04-Nov-24,REF 070117426553 & 0000224003-236055,8100.00,070117426553
04-Nov-24,04-Nov-24,REF 310585952987 & 0000285471-251685,758.00,310585952987
04-Nov-24,04-Nov-24,REF 836087142003 & 0000223003-251686,143500.00,836087142003
04-Nov-24,04-Nov-24,REF 698931602419 & 0000224003-236056,33800.00,698931602419
04-Nov-24,04-Nov-24,REF 497696517813 & 0000427154-236057,10500.00,497696517813
04-Nov-24,04-Nov-24,REF 492565633027 & 0000285472-251687,18200.00,492565633027
04-Nov-24,04-Nov-24,REF 517042836736 & 0000427164-251688,2800.00,517042836736
04-Nov-24,04-Nov-24,REF 769634317954 & 0000285471-251689,9392.00,769634317954
04-Nov-24,04-Nov-24,REF 198914705666 & 0000427163-251690,4000.00,198914705666
04-Nov-24,04-Nov-24,REF 094806297868 & 0000427154-236058,24100.00,094806297868
04-Nov-24,04-Nov-24,REF 041116411592 & 0000427154-236059,9800.00,041116411592
04-Nov-24,04-Nov-24,REF 716345550600 & 0000427163-251692,12100.00,716345550600
04-Nov-24,04-Nov-24,REF 232905573077 & 0000285473-251691,10100.00,232905573077
04-Nov-24,04-Nov-24,REF 866802863546 & 0000285473-251693,15900.00,866802863546
04-Nov-24,04-Nov-24,REF 538856621811 & 0000561233-251694,10000.00,538856621811
04-Nov-24,04-Nov-24,REF 059383350804 & 0000427164-251696,2125.00,059383350804
04-Nov-24,04-Nov-24,REF 202449614846 & 0000223006-251697,7200.00,202449614846
04-Nov-24,04-Nov-24,REF 531319873913 & 0000544001-251698,15300.00,531319873913
04-Nov-24,04-Nov-24,REF 653713286955 & 0000224003-236060,50100.00,653713286955
04-Nov-24,04-Nov-24,REF 275977625998 & 0000285473-251700,27750.00,275977625998
04-Nov-24,04-Nov-24,REF 099472655905 & 0000427153-251701,17600.00,099472655905
04-Nov-24,04-Nov-24,REF 450379863821 & 0000285474-251703,5100.00,450379863821
04-Nov-24,04-Nov-24,REF 930840455144 & 0000223006-251704,21100.00,930840455144
04-Nov-24,04-Nov-24,REF 588815875221 & 0000427154-236061,7600.00,588815875221
04-Nov-24,04-Nov-24,REF 208785002511 & 0000285474-251705,31800.00,208785002511
04-Nov-24,04-Nov-24,REF 755565454207 & 0000427154-236062,5100.00,755565454207
04-Nov-24,04-Nov-24,REF 828318881096 & 0000427154-236063,10100.00,828318881096
04-Nov-24,04-Nov-24,REF 300621725562 & 0000223006-251706,4900.00,300621725562
04-Nov-24,04-Nov-24,REF 450471477494 & 0000223006-251707,7600.00,450471477494
04-Nov-24,04-Nov-24,REF 566145240212 & 0000224003-236065,6100.00,566145240212
04-Nov-24,04-Nov-24,REF 820908023294 & 0000223006-251708,10100.00,820908023294
04-Nov-24,04-Nov-24,REF 645133402868 & 0000285471-251709,16700.00,645133402868
04-Nov-24,04-Nov-24,REF 829128690499 & 0000285472-251710,13100.00,829128690499
04-Nov-24,04-Nov-24,REF 563289322617 & 0000285473-251711,17600.00,563289322617
04-Nov-24,04-Nov-24,REF 308925069609 & 0000224003-236066,15500.00,308925069609
04-Nov-24,04-Nov-24,REF 456656454401 & 0000285471-251712,8100.00,456656454401
04-Nov-24,04-Nov-24,REF 948159396691 & 0000223006-251713,7600.00,948159396691
04-Nov-24,04-Nov-24,REF 276214306443 & 0000427154-236069,8200.00,276214306443
04-Nov-24,04-Nov-24,REF 494664053644 & 0000223003-251715,5500.00,494664053644
04-Nov-24,04-Nov-24,REF 779463683151 & 0000427154-236074,20100.00,779463683151
04-Nov-24,04-Nov-24,REF 286227648329 & 0000285474-251716,7000.00,286227648329
04-Nov-24,04-Nov-24,REF 130922787620 & 0000224003-236075,26800.00,130922787620
04-Nov-24,04-Nov-24,REF 599212063640 & 0000285471-251719,21000.00,599212063640
04-Nov-24,04-Nov-24,REF 684695669688 & 0000285473-251720,6100.00,684695669688
04-Nov-24,04-Nov-24,REF 047920144530 & 0000223006-251721,35900.00,047920144530
04-Nov-24,04-Nov-24,REF 691925750405 & 0000224002-251722,3250.00,691925750405
04-Nov-24,04-Nov-24,REF 398625383762 & 0000285473-251723,21050.00,398625383762
04-Nov-24,04-Nov-24,REF 497544260158 & 0000285472-251724,1050.00,497544260158
04-Nov-24,04-Nov-24,REF 428420613341 & 0000104428-236076,2000.00,428420613341
04-Nov-24,04-Nov-24,REF 119960044726 & 0000223006-251725,74400.00,119960044726
04-Nov-24,04-Nov-24,REF 811709804597 & 0000223006-251726,2100.00,811709804597
04-Nov-24,04-Nov-24,REF 244494541934 & 0000223003-251727,2655.00,244494541934
04-Nov-24,04-Nov-24,REF 894480094946 & 0000285472-251728,21200.00,894480094946
04-Nov-24,04-Nov-24,REF 871207369669 & 0000224004-251729,21100.00,871207369669
04-Nov-24,04-Nov-24,REF 204151960070 & 0000285471-251730,4636.00,204151960070
04-Nov-24,04-Nov-24,REF 877945715514 & 0000285472-251731,3700.00,877945715514
04-Nov-24,04-Nov-24,REF 698277425985 & 0000224004-251732,8050.00,698277425985
04-Nov-24,04-Nov-24,REF 331028870591 & 0000223006-251733,70100.00,331028870591
04-Nov-24,04-Nov-24,REF 924248802427 & 0000223006-251734,7750.00,924248802427
04-Nov-24,04-Nov-24,REF 272721478028 & 0000427156-251735,800.00,272721478028
04-Nov-24,04-Nov-24,REF 013761268446 & 0000285474-251736,50200.00,013761268446
04-Nov-24,04-Nov-24,REF 777870237825 & 0000285471-251737,27500.00,777870237825
04-Nov-24,04-Nov-24,REF 750887430971 & 0000427164-251738,2600.00,750887430971
04-Nov-24,04-Nov-24,REF 385850833434 & 0000223006-251739,38300.00,385850833434
04-Nov-24,04-Nov-24,REF 371753616645 & 0000223006-251740,2100.00,371753616645
04-Nov-24,04-Nov-24,REF 706297921251 & 0000223003-251741,3650.00,706297921251
04-Nov-24,04-Nov-24,REF 449756130866 & 0000285471-251742,12700.00,449756130866
04-Nov-24,04-Nov-24,REF 269523572147 & 0000285471-251743,21700.00,269523572147
04-Nov-24,04-Nov-24,REF 323871455493 & 0000223003-251745,6800.00,323871455493
04-Nov-24,04-Nov-24,REF 940248154879 & 0000285472-251747,2740.00,940248154879
04-Nov-24,04-Nov-24,REF 091449201404 & 0000285471-251748,13692.00,091449201404
04-Nov-24,04-Nov-24,REF 576104432051 & 0000223006-251749,9100.00,576104432051
04-Nov-24,04-Nov-24,REF 501571685821 & 0000285471-251750,17600.00,501571685821
04-Nov-24,04-Nov-24,REF 682004228155 & 0000285471-251751,3900.00,682004228155
04-Nov-24,04-Nov-24,REF 435282723324 & 0000285471-251752,2320.00,435282723324
04-Nov-24,04-Nov-24,REF 601010971531 & 0000427164-251753,4415.00,601010971531
04-Nov-24,04-Nov-24,REF 152128727877 & 0000427155-251754,3450.00,152128727877
04-Nov-24,04-Nov-24,REF 559641837018 & 0000285473-251755,20100.00,559641837018
04-Nov-24,04-Nov-24,REF 533921087528 & 0000223006-251756,25700.00,533921087528
04-Nov-24,04-Nov-24,REF 673407966038 & 0000427154-236077,15100.00,673407966038
04-Nov-24,04-Nov-24,REF 534427565901 & 0000285471-251757,1200.00,534427565901
04-Nov-24,04-Nov-24,REF 708957628542 & 0000427157-251758,8100.00,708957628542
04-Nov-24,04-Nov-24,REF 778808677580 & 0000285473-251759,6900.00,778808677580
04-Nov-24,04-Nov-24,REF 143187352354 & 0000223006-251760,9200.00,143187352354
04-Nov-24,04-Nov-24,REF 593385453144 & 0000427163-251761,4000.00,593385453144
04-Nov-24,04-Nov-24,REF 464031279409 & 0000223006-251762,48680.00,464031279409
04-Nov-24,04-Nov-24,REF 117671008457 & 0000285471-251763,15100.00,117671008457
04-Nov-24,04-Nov-24,REF 235703991872 & 0000224004-236078,2700.00,235703991872
04-Nov-24,04-Nov-24,REF 496999285511 & 0000285471-251765,448.00,496999285511
04-Nov-24,04-Nov-24,REF 976441295097 & 0000285471-251766,15100.00,976441295097
04-Nov-24,04-Nov-24,REF 279824009882 & 0000224003-236079,42300.00,279824009882
04-Nov-24,04-Nov-24,REF 164152294317 & 0000224004-236080,6690.00,164152294317
04-Nov-24,04-Nov-24,REF 224886945849 & 0000427157-251767,2100.00,224886945849
04-Nov-24,04-Nov-24,REF 291037006900 & 0000427164-251768,7318.00,291037006900
04-Nov-24,04-Nov-24,REF 328950097787 & 0000427155-251769,185.00,328950097787
04-Nov-24,04-Nov-24,REF 278816574274 & 0000427154-236081,5100.00,278816574274
04-Nov-24,04-Nov-24,REF 230355147320 & 0000427154-236082,5100.00,230355147320
04-Nov-24,04-Nov-24,REF 690016590809 & 0000427154-236083,1600.00,690016590809
04-Nov-24,04-Nov-24,REF 231402001794 & 0000285474-251770,100200.00,231402001794
04-Nov-24,04-Nov-24,REF 066856005710 & 0000427153-251772,17600.00,066856005710
04-Nov-24,04-Nov-24,REF 015752641903 & 0000285473-251773,2818.00,015752641903
04-Nov-24,04-Nov-24,REF 449481736105 & 0000285471-251774,13900.00,449481736105
04-Nov-24,04-Nov-24,REF 666174064197 & 0000223003-251775,25100.00,666174064197
04-Nov-24,04-Nov-24,REF 329734622139 & 0000285474-251776,3100.00,329734622139
04-Nov-24,04-Nov-24,REF 091236613904 & 0000224004-251777,510.00,091236613904
04-Nov-24,04-Nov-24,REF 045691554549 & 0000223006-251778,18100.00,045691554549
04-Nov-24,04-Nov-24,REF 852997664262 & 0000285473-251779,1050.00,852997664262
04-Nov-24,04-Nov-24,REF 129302247811 & 0000224003-236085,8200.00,129302247811
04-Nov-24,04-Nov-24,REF 179643051047 & 0000285474-251780,40200.00,179643051047
04-Nov-24,04-Nov-24,REF 064238242283 & 0000427154-236086,6100.00,064238242283
04-Nov-24,04-Nov-24,REF 586496474680 & 0000224003-236087,19400.00,586496474680
04-Nov-24,04-Nov-24,REF 926381386562 & 0000427157-251781,8100.00,926381386562
04-Nov-24,04-Nov-24,REF 761695819221 & 0000224003-236088,13100.00,761695819221
04-Nov-24,04-Nov-24,REF 826164471106 & 0000224002-251782,8750.00,826164471106
04-Nov-24,04-Nov-24,REF 752852502231 & 0000427157-251783,35100.00,752852502231
04-Nov-24,04-Nov-24,REF 852803051351 & 0000285471-251784,8900.00,852803051351
04-Nov-24,04-Nov-24,REF 458860470414 & 0000223003-251785,2700.00,458860470414
04-Nov-24,04-Nov-24,REF 943860095303 & 0000224003-236089,59200.00,943860095303
04-Nov-24,04-Nov-24,REF 411571232979 & 0000427164-251786,17600.00,411571232979
04-Nov-24,04-Nov-24,REF 320621574285 & 0000285471-251787,15200.00,320621574285
04-Nov-24,04-Nov-24,REF 040018993105 & 0000223003-251789,3450.00,040018993105
04-Nov-24,04-Nov-24,REF 759526153117 & 0000285471-251790,190.00,759526153117
04-Nov-24,04-Nov-24,REF 443539123358 & 0000285471-251793,18200.00,443539123358
04-Nov-24,04-Nov-24,REF 982856530518 & 0000427153-251794,24665.00,982856530518
04-Nov-24,04-Nov-24,REF 533413731550 & 0000285471-251795,12400.00,533413731550
04-Nov-24,04-Nov-24,REF 271508793703 & 0000427153-251796,20795.00,271508793703
04-Nov-24,04-Nov-24,REF 216774903204 & 0000427157-251797,6100.00,216774903204
04-Nov-24,04-Nov-24,REF 932499204331 & 0000224003-236090,8100.00,932499204331
04-Nov-24,04-Nov-24,REF 389945293290 & 0000223006-251798,77600.00,389945293290
04-Nov-24,04-Nov-24,REF 425735208531 & 0000285473-251799,530.00,425735208531
04-Nov-24,04-Nov-24,REF 434724689114 & 0000224003-236091,7900.00,434724689114
04-Nov-24,04-Nov-24,REF 278344288969 & 0000427153-251800,17600.00,278344288969
04-Nov-24,04-Nov-24,REF 731975938386 & 0000285473-251801,3100.00,731975938386
04-Nov-24,04-Nov-24,REF 748506069262 & 0000285473-251802,7100.00,748506069262
04-Nov-24,04-Nov-24,REF 585530443983 & 0000427153-236092,480.00,585530443983
04-Nov-24,04-Nov-24,REF 155444378584 & 0000427163-251804,2500.00,155444378584
04-Nov-24,04-Nov-24,REF 145428274807 & 0000223003-251805,2700.00,145428274807
04-Nov-24,04-Nov-24,REF 826759820031 & 0000285472-251806,30200.00,826759820031
04-Nov-24,04-Nov-24,REF 263389573993 & 0000224003-236093,37800.00,263389573993
04-Nov-24,04-Nov-24,REF 421749395950 & 0000285471-251807,5608.00,421749395950
04-Nov-24,04-Nov-24,REF 298701172302 & 0000223003-251809,25100.00,298701172302
04-Nov-24,04-Nov-24,REF 500704473914 & 0000224002-251810,2350.00,500704473914
04-Nov-24,04-Nov-24,REF 470468559892 & 0000285474-251811,1050.00,470468559892
04-Nov-24,04-Nov-24,REF 416864988202 & 0000224003-236094,8100.00,416864988202
04-Nov-24,04-Nov-24,REF 467110948879 & 0000285472-251812,30200.00,467110948879
04-Nov-24,04-Nov-24,REF 521823576066 & 0000427153-251813,2200.00,521823576066
04-Nov-24,04-Nov-24,REF 305250345681 & 0000285472-251814,35200.00,305250345681
04-Nov-24,04-Nov-24,REF 451937986691 & 0000427153-251816,17600.00,451937986691
04-Nov-24,04-Nov-24,REF 345017732196 & 0000223006-251817,5100.00,345017732196
04-Nov-24,04-Nov-24,REF 929413018798 & 0000427164-251818,6100.00,929413018798
04-Nov-24,04-Nov-24,REF 263361998783 & 0000427154-236095,8600.00,263361998783
04-Nov-24,04-Nov-24,REF 153771868496 & 0000427154-236096,5100.00,153771868496
04-Nov-24,04-Nov-24,REF 357663905474 & 0000223003-251819,7600.00,357663905474
04-Nov-24,04-Nov-24,REF 464175697319 & 0000223003-251820,8500.00,464175697319
04-Nov-24,04-Nov-24,REF 184770207821 & 0000223003-251821,143500.00,184770207821
04-Nov-24,04-Nov-24,REF 256930367122 & 0000285471-251822,2100.00,256930367122
04-Nov-24,04-Nov-24,REF 381174191529 & 0000224003-236097,16300.00,381174191529
04-Nov-24,04-Nov-24,REF 534888485248 & 0000285473-251824,14600.00,534888485248
04-Nov-24,04-Nov-24,REF 911091650181 & 0000285471-251825,2100.00,911091650181
04-Nov-24,04-Nov-24,REF 189070784346 & 0000285473-251826,430.00,189070784346
04-Nov-24,04-Nov-24,REF 665196491328 & 0000427164-251827,6100.00,665196491328
04-Nov-24,04-Nov-24,REF 399942388283 & 0000285471-251828,13900.00,399942388283
04-Nov-24,04-Nov-24,REF 714881265369 & 0000224003-236098,6100.00,714881265369
04-Nov-24,04-Nov-24,REF 874285485107 & 0000427153-251829,525.00,874285485107
04-Nov-24,04-Nov-24,REF 572451186601 & 0000104428-236099,40000.00,572451186601
04-Nov-24,04-Nov-24,REF 356148895398 & 0000427163-251831,7300.00,356148895398
04-Nov-24,04-Nov-24,REF 731111355315 & 0000223003-251832,6100.00,731111355315
04-Nov-24,04-Nov-24,REF 032646567403 & 0000223006-251833,2100.00,032646567403
04-Nov-24,04-Nov-24,REF 220291550449 & 0000427154-236101,5100.00,220291550449
04-Nov-24,04-Nov-24,REF 962351075166 & 0000223003-251834,18100.00,962351075166
04-Nov-24,04-Nov-24,REF 082527940234 & 0000285473-251835,12600.00,082527940234
04-Nov-24,04-Nov-24,REF 692251943130 & 0000223006-251836,2100.00,692251943130
04-Nov-24,04-Nov-24,REF 350240238946 & 0000285471-251837,351.00,350240238946
04-Nov-24,04-Nov-24,REF 907946158831 & 0000427154-236102,7600.00,907946158831
04-Nov-24,04-Nov-24,REF 781475035390 & 0000223003-251838,2700.00,781475035390
04-Nov-24,04-Nov-24,REF 049118936288 & 0000285471-251839,108.00,049118936288
04-Nov-24,04-Nov-24,REF 210502910417 & 0000427164-251840,6100.00,210502910417
04-Nov-24,04-Nov-24,REF 874585722545 & 0000223003-251841,1300.00,874585722545
04-Nov-24,04-Nov-24,REF 763275443652 & 0000285471-251842,140.00,763275443652
04-Nov-24,04-Nov-24,REF 679375501709 & 0000285473-251843,36800.00,679375501709
04-Nov-24,04-Nov-24,REF 818530813670 & 0000285471-251844,4860.00,818530813670
04-Nov-24,04-Nov-24,REF 861293452244 & 0000285471-251845,4290.00,861293452244
04-Nov-24,04-Nov-24,REF 629161795328 & 0000285472-251846,10100.00,629161795328
04-Nov-24,04-Nov-24,REF 836058019229 & 0000285471-251847,2100.00,836058019229
04-Nov-24,04-Nov-24,REF 374059597693 & 0000285473-251848,7100.00,374059597693
04-Nov-24,04-Nov-24,REF 275142187624 & 0000427154-236103,5100.00,275142187624
04-Nov-24,04-Nov-24,REF 971081806678 & 0000522934-236104,4100.00,971081806678
04-Nov-24,04-Nov-24,REF 647855347138 & 0000427154-236105,15100.00,647855347138
04-Nov-24,04-Nov-24,REF 702744670470 & 0000285471-251849,8900.00,702744670470
04-Nov-24,04-Nov-24,REF 541733371785 & 0000224003-236106,6600.00,541733371785
04-Nov-24,04-Nov-24,REF 954740135056 & 0000224003-236108,18300.00,954740135056
04-Nov-24,04-Nov-24,REF 671503659922 & 0000427154-236109,20100.00,671503659922
04-Nov-24,04-Nov-24,REF 691213613559 & 0000427164-251850,35100.00,691213613559
04-Nov-24,04-Nov-24,REF 181694187895 & 0000427154-236110,15700.00,181694187895
04-Nov-24,04-Nov-24,REF 359230011145 & 0000223006-251851,10100.00,359230011145
04-Nov-24,04-Nov-24,REF 131549183719 & 0000427154-236111,5100.00,131549183719
04-Nov-24,04-Nov-24,REF 973915587685 & 0000223006-251852,22600.00,973915587685
04-Nov-24,04-Nov-24,REF 183083515194 & 0000285472-251854,35200.00,183083515194
04-Nov-24,04-Nov-24,REF 631231638728 & 0000285472-251855,35200.00,631231638728
04-Nov-24,04-Nov-24,REF 141393682965 & 0000285472-251856,22700.00,141393682965
04-Nov-24,04-Nov-24,REF 308596632754 & 0000427153-251857,16875.00,308596632754
04-Nov-24,04-Nov-24,REF 298998399767 & 0000223003-251859,2660.00,298998399767
04-Nov-24,04-Nov-24,REF 960127809056 & 0000427153-251860,13520.00,960127809056
04-Nov-24,04-Nov-24,REF 735902995859 & 0000427163-251861,5945.00,735902995859
04-Nov-24,04-Nov-24,REF 070485020857 & 0000223006-251862,12100.00,070485020857
04-Nov-24,04-Nov-24,REF 245218001831 & 0000285472-251863,35200.00,245218001831
